CopyNumber,PercentMatches,FullLength,ConsensusLength,fr_A_cons,fr_T_cons,fr_G_cons,fr_C_cons,fr_A_repeat,fr_T_repeat,fr_G_repeat,fr_C_repeat,RepeatsNumber
3.2,84,70,22,10,6,2,4,34,18,7,12,2
8.9,99,310,35,14,14,3,4,125,125,26,35,1
6.4,94,66,10,1,0,6,3,6,3,40,18,3
3.2,93,66,21,2,1,12,6,6,3,40,18,3
12.5,100,24,2,1,1,0,0,12,13,0,0,3
3.9,96,38,10,1,0,6,3,4,0,23,12,2
12.5,100,24,2,1,1,0,0,12,13,0,0,2
3.1,100,30,10,1,0,6,3,3,0,18,10,1
3.9,96,38,10,1,0,6,3,4,0,23,12,2
12.5,100,24,2,1,1,0,0,12,13,0,0,2
12.5,100,24,2,1,1,0,0,12,13,0,0,2
3.9,96,38,10,1,0,6,3,4,0,23,12,2
12.5,100,24,2,1,1,0,0,12,13,0,0,1
2.3,86,38,17,7,7,1,2,16,16,1,6,1
1.9,93,31,16,9,5,0,2,18,11,0,3,2
2.3,77,47,19,5,10,2,2,12,25,4,7,2
2,88,32,17,5,5,6,1,9,11,12,1,1
2.1,93,29,14,6,0,0,8,11,0,0,19,1
2.7,100,147,55,19,23,3,10,52,63,7,26,2
2.2,100,84,39,10,10,6,13,21,20,12,32,2
1.9,82,45,24,6,14,1,3,9,29,3,5,4
1.9,82,45,24,6,14,1,3,9,29,3,5,4
2.1,100,24,12,8,2,0,2,17,4,0,4,4
2.1,100,24,12,8,2,0,2,17,4,0,4,4
3.6,88,77,22,14,3,0,5,48,10,0,20,5
10.6,86,77,8,5,1,0,2,48,10,0,20,5
5.4,92,76,14,9,1,0,4,48,9,0,20,5
9.7,98,67,7,5,2,0,0,46,20,2,0,5
1.9,82,45,24,6,14,1,3,9,29,3,5,5
35.3,97,141,4,3,0,0,1,104,1,0,37,1
34.4,99,412,12,3,5,2,2,98,173,74,68,2
10.6,99,696,66,32,14,5,15,335,148,53,161,2
37.2,99,631,17,8,7,0,2,282,260,0,90,1
2.9,84,36,13,0,6,0,7,0,16,1,20,1
63.3,92,367,6,2,1,1,2,121,54,63,130,1
3.1,98,268,88,34,32,11,11,105,98,33,33,1
2.3,80,42,18,8,8,0,2,17,20,1,5,1
3.3,62,63,21,5,10,4,2,19,28,10,7,5
4.2,93,152,37,13,15,4,5,53,64,19,17,5
2.2,100,30,14,6,6,1,1,14,13,2,2,5
2.1,90,152,74,27,29,7,11,53,64,19,17,5
2.9,100,317,111,32,39,16,24,89,114,47,68,5
2.8,100,30,11,3,0,1,7,8,0,2,21,1
1.9,84,51,27,11,3,1,12,18,6,3,25,3
18.3,99,328,18,5,6,3,4,92,109,55,73,3
1.9,90,45,24,9,6,2,7,16,14,4,12,3
29.2,83,149,5,4,0,0,1,108,0,0,42,1
2.5,94,167,67,23,31,3,10,57,75,8,27,3
2.1,85,39,19,4,12,1,2,6,28,3,3,3
3.3,66,107,32,11,19,0,2,37,55,3,12,3
4.7,97,212,45,16,7,9,13,78,30,42,63,2
6.1,99,363,60,16,21,6,17,97,130,35,102,2
2,85,39,21,11,3,1,6,22,7,1,10,2
1.9,85,39,21,7,8,3,3,14,15,6,5,2
3.1,86,50,17,7,7,2,1,22,22,4,3,1
3.1,86,50,17,7,7,2,1,22,22,4,3,1
3.1,86,50,17,7,7,2,1,22,22,4,3,1
3.1,86,50,17,7,7,2,1,22,22,4,3,1
16.6,98,166,10,4,6,0,0,66,101,0,0,3
7.5,99,194,26,5,11,2,8,38,83,15,59,3
22.5,97,337,15,3,2,9,1,76,51,188,23,3
44,86,87,2,1,1,0,0,44,38,0,6,6
1.9,92,116,61,12,18,15,16,22,35,27,33,6
7.2,65,265,35,15,13,3,4,108,103,23,32,6
2.4,98,116,49,14,12,8,15,32,28,19,38,6
7.7,92,89,12,6,5,0,1,45,38,0,7,6
5.7,97,425,75,30,29,7,9,170,162,37,57,6
3.2,64,114,35,12,14,3,6,42,46,10,17,3
5.6,96,412,74,29,23,8,14,157,146,43,67,3
3.2,64,115,35,13,16,4,2,43,50,11,12,3
36.3,100,289,8,3,2,1,2,109,72,36,73,3
4.1,96,316,78,36,29,3,10,145,121,13,38,3
10.4,64,267,25,14,8,0,3,127,98,9,34,3
1.9,88,36,19,11,0,0,8,20,0,1,16,1
1.9,88,36,19,11,0,0,8,20,0,1,16,1
5.8,100,310,54,19,15,1,19,112,83,5,111,1
2.1,86,158,76,31,25,9,11,58,56,24,21,1
2.1,87,154,75,32,22,9,12,63,49,21,22,1
35.2,77,184,5,2,3,0,0,76,104,0,5,2
